live-smoke-external-failures	PASS	45	0	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-external-failures.log	2026-08-05T15:05:32-0700	2026-08-05T15:06:17-0700
live-smoke-action-diagnostic	PASS	19	0	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-action-diagnostic.log	2026-08-05T15:06:17-0700	2026-08-05T15:06:36-0700
live-smoke-context-turn-records	PASS	27	0	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-context-turn-records.log	2026-08-05T15:06:36-0700	2026-08-05T15:07:03-0700
live-smoke-shortcut-action	PASS	26	0	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-shortcut-action.log	2026-08-05T15:07:03-0700	2026-08-05T15:07:29-0700
live-smoke-window-focus	FAIL	1	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-window-focus.log	2026-08-05T15:07:29-0700	2026-08-05T15:07:30-0700
live-smoke-window-inspect	FAIL	0	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-window-inspect.log	2026-08-05T15:07:30-0700	2026-08-05T15:07:30-0700
live-smoke-ui-snapshot	FAIL	1	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-ui-snapshot.log	2026-08-05T15:07:30-0700	2026-08-05T15:07:31-0700
live-smoke-ui-click	FAIL	0	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-ui-click.log	2026-08-05T15:07:31-0700	2026-08-05T15:07:31-0700
live-smoke-ui-type	FAIL	1	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-ui-type.log	2026-08-05T15:07:31-0700	2026-08-05T15:07:32-0700
live-smoke-ui-select	FAIL	0	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-ui-select.log	2026-08-05T15:07:32-0700	2026-08-05T15:07:32-0700
live-smoke-ui-toggle	FAIL	1	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-ui-toggle.log	2026-08-05T15:07:32-0700	2026-08-05T15:07:33-0700
live-smoke-ui-pick	FAIL	0	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-ui-pick.log	2026-08-05T15:07:33-0700	2026-08-05T15:07:33-0700
live-smoke-ui-failure-diagnostic	FAIL	0	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-ui-failure-diagnostic.log	2026-08-05T15:07:33-0700	2026-08-05T15:07:33-0700
live-smoke-action-matrix	PASS	39	0	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-action-matrix.log	2026-08-05T15:07:33-0700	2026-08-05T15:08:12-0700
live-smoke-browser-recovery	PASS	26	0	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-browser-recovery.log	2026-08-05T15:08:12-0700	2026-08-05T15:08:38-0700
live-smoke-action-receipts	PASS	17	0	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-action-receipts.log	2026-08-05T15:08:38-0700	2026-08-05T15:08:55-0700
live-smoke-approval-lifecycle	PASS	20	0	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-approval-lifecycle.log	2026-08-05T15:08:56-0700	2026-08-05T15:09:15-0700
live-smoke-hud-action-surfaces	FAIL	2	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-hud-action-surfaces.log	2026-08-05T15:09:15-0700	2026-08-05T15:09:17-0700
live-smoke-hud-ui-failure	FAIL	0	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-hud-ui-failure.log	2026-08-05T15:09:17-0700	2026-08-05T15:09:17-0700
live-smoke-hud-approval	FAIL	0	1	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-hud-approval.log	2026-08-05T15:09:17-0700	2026-08-05T15:09:17-0700
live-smoke-action-cancel	PASS	26	0	/Users/jason/Developer/Dex/docs/live-smoke-results/logs/20260805_150532/live-smoke-action-cancel.log	2026-08-05T15:09:17-0700	2026-08-05T15:09:43-0700
